2.250152682373342	2.0171383170573893	7.563294316280678
1.9475305922024593	1.8882151991695513	6.658262659507072
1.8406611583439314	1.8131383521475264	6.176726907353364
1.769212737183248	1.7608016484590543	5.858684487102017
1.7147402529711973	1.7082321648362009	5.551240458005945
1.671795962085963	1.6908976165967293	5.467701052155054
1.6384568917649251	1.6642185431469523	5.317031157356634
1.6096209974996716	1.6433091662229236	5.213886369862665
1.583491606671509	1.6294633925187718	5.140320919421152
1.5606086803095078	1.619948688115458	5.087637938472522
1.540619023293115	1.6094227965793693	5.04090915040136
1.522439435819122	1.6043443126823511	5.014980303208245
1.4523002917600973	1.565536427860476	4.82576733910184
1.4390809015361155	1.565454519293607	4.820169590120743
1.4339573198449138	1.5653301341452068	4.818645311190062
