2.8071820293575356	2.7967396398914173	16.44843265563208
2.7895602717159123	2.798720847517821	16.481858051355086
2.7883909538062137	2.796199282765843	16.430962375243826
2.787587856361685	2.795970051007581	16.424309867471592
2.7867985400101	2.7965251384125915	16.433684652759588
2.786407790106895	2.7952317185274995	16.418200483659895
2.72574131314126	2.525935890103476	12.57744579923422
2.286819787392949	2.162351504931433	8.738932868339024
2.1163518757733937	2.083591695520814	8.0964890154629
2.0418909028186683	2.0226986965752363	7.619242417452122
1.9912751752007705	1.9586419352107167	7.135121693479758
1.9473885632377919	1.9344627136513302	6.960504043402156
1.9099718889205575	1.8934337961356449	6.685243744959222
1.8757259931936368	1.8708598296451924	6.542264027761652
1.8444002002449267	1.845609671262734	6.377440021728966
1.8163928529628648	1.8292638630014875	6.27476320446355
1.7896557065217866	1.816094190448862	6.191870614292872
1.7640474805595994	1.783119122791653	5.990867010691711
1.7393434995928923	1.7558625755201283	5.8258380703321535
1.7162949764422302	1.7489455820489732	5.802202348355425
1.6940733364488143	1.721150949427384	5.633512436996927
1.6732790602830128	1.7267086564814647	5.6664880735345795
1.6072210124512145	1.6788380644620597	5.400980172358792
1.5943240825614966	1.6739140150664884	5.36890119140881
1.5881644916126083	1.6700491102929353	5.3491458685250075
1.5830689013061006	1.6702527020820641	5.354206446332837
1.5786001279624065	1.6675739070761788	5.337690284455295
1.5739340688023082	1.6670056409255634	5.336262856404508
1.5700245032868516	1.6660087851970367	5.326945792556192
1.565856142230084	1.6630869183703538	5.319387081155076
1.561712765217283	1.6612822583419742	5.305667062014298
1.557878811965092	1.6606145381020956	5.310728214834784
